"deploymentID", "timestamp", "variable", "value"
30,1525124460,"water temperature",9.674
30,1525125060,"water temperature",9.646
30,1525125660,"water temperature",9.527
30,1525126260,"water temperature",9.517
30,1525126860,"water temperature",9.517
30,1525127460,"water temperature",9.453
30,1525128060,"water temperature",9.434
30,1525128660,"water temperature",9.425
30,1525129260,"water temperature",9.416
30,1525129860,"water temperature",9.379
30,1525130460,"water temperature",9.324
30,1525131060,"water temperature",9.305
30,1525131660,"water temperature",9.268
30,1525132260,"water temperature",9.231
30,1525132860,"water temperature",9.194
30,1525133460,"water temperature",9.185
30,1525134060,"water temperature",9.129
30,1525134660,"water temperature",9.083
30,1525135260,"water temperature",9.046
30,1525135860,"water temperature",9.036
30,1525136460,"water temperature",9.009
30,1525137060,"water temperature",8.953
30,1525137660,"water temperature",8.934
30,1525138260,"water temperature",8.944
30,1525138860,"water temperature",8.906
30,1525139460,"water temperature",8.888
30,1525140060,"water temperature",8.851
30,1525140660,"water temperature",8.86
30,1525141260,"water temperature",8.841
30,1525141860,"water temperature",8.841
30,1525142460,"water temperature",8.804
30,1525143060,"water temperature",8.785
30,1525143660,"water temperature",8.757
30,1525144260,"water temperature",8.701
30,1525144860,"water temperature",8.673
30,1525145460,"water temperature",8.636
30,1525146060,"water temperature",8.589
30,1525146660,"water temperature",8.533
30,1525147260,"water temperature",8.514
30,1525147860,"water temperature",8.468
30,1525148460,"water temperature",8.458
30,1525149060,"water temperature",8.43
30,1525149660,"water temperature",8.439
30,1525150260,"water temperature",8.393
30,1525150860,"water temperature",8.411
30,1525151460,"water temperature",8.449
30,1525152060,"water temperature",8.458
30,1525152660,"water temperature",8.477
30,1525153260,"water temperature",8.468
30,1525153860,"water temperature",8.496
30,1525154460,"water temperature",8.524
30,1525155060,"water temperature",8.599
30,1525155660,"water temperature",8.617
30,1525156260,"water temperature",8.636
30,1525156860,"water temperature",8.711
30,1525157460,"water temperature",8.72
30,1525158060,"water temperature",8.795
30,1525158660,"water temperature",8.878
30,1525159260,"water temperature",8.999
30,1525159860,"water temperature",9.101
30,1525160460,"water temperature",9.213
30,1525161060,"water temperature",9.37
30,1525161660,"water temperature",9.554
30,1525162260,"water temperature",9.738
30,1525162860,"water temperature",9.912
30,1525163460,"water temperature",10.086
30,1525164060,"water temperature",10.241
30,1525164660,"water temperature",10.505
30,1525165260,"water temperature",10.74
30,1525165860,"water temperature",10.993
30,1525166460,"water temperature",11.065
30,1525167060,"water temperature",11.191
30,1525167660,"water temperature",11.335
30,1525168260,"water temperature",11.621
30,1525168860,"water temperature",11.827
30,1525169460,"water temperature",12.005
30,1525170060,"water temperature",12.022
30,1525170660,"water temperature",12.058
30,1525171260,"water temperature",12.04
30,1525171860,"water temperature",12.058
30,1525172460,"water temperature",12.191
30,1525173060,"water temperature",12.483
30,1525173660,"water temperature",12.395
30,1525174260,"water temperature",12.695
30,1525174860,"water temperature",13.153
30,1525175460,"water temperature",13.38
30,1525176060,"water temperature",13.503
30,1525176660,"water temperature",13.695
30,1525177260,"water temperature",13.825
30,1525177860,"water temperature",14.008
30,1525178460,"water temperature",14.138
30,1525179060,"water temperature",14.025
30,1525179660,"water temperature",13.878
30,1525180260,"water temperature",13.982
30,1525180860,"water temperature",14.095
30,1525181460,"water temperature",14.242
30,1525182060,"water temperature",14.234
30,1525182660,"water temperature",14.381
30,1525183260,"water temperature",14.372
30,1525183860,"water temperature",14.26
30,1525184460,"water temperature",14.338
30,1525185060,"water temperature",14.199
30,1525185660,"water temperature",14.173
30,1525186260,"water temperature",14.034
30,1525186860,"water temperature",13.912
30,1525187460,"water temperature",13.712
30,1525188060,"water temperature",13.59
30,1525188660,"water temperature",13.485
30,1525189260,"water temperature",13.371
30,1525189860,"water temperature",13.266
30,1525190460,"water temperature",13.074
30,1525191060,"water temperature",12.924
30,1525191660,"water temperature",12.766
30,1525192260,"water temperature",12.616
30,1525192860,"water temperature",12.439
30,1525193460,"water temperature",12.262
30,1525194060,"water temperature",12.102
30,1525194660,"water temperature",11.942
30,1525195260,"water temperature",11.809
30,1525195860,"water temperature",11.666
30,1525196460,"water temperature",11.541
30,1525197060,"water temperature",11.407
30,1525197660,"water temperature",11.317
30,1525198260,"water temperature",11.209
30,1525198860,"water temperature",11.092
30,1525199460,"water temperature",10.993
30,1525200060,"water temperature",10.849
30,1525200660,"water temperature",10.777
30,1525201260,"water temperature",10.686
30,1525201860,"water temperature",10.623
30,1525202460,"water temperature",10.514
30,1525203060,"water temperature",10.45
30,1525203660,"water temperature",10.396
30,1525204260,"water temperature",10.323
30,1525204860,"water temperature",10.25
30,1525205460,"water temperature",10.223
30,1525206060,"water temperature",10.104
30,1525206660,"water temperature",10.031
30,1525207260,"water temperature",9.967
30,1525207860,"water temperature",9.912
30,1525208460,"water temperature",9.857
30,1525209060,"water temperature",9.784
30,1525209660,"water temperature",9.711
30,1525210260,"water temperature",9.628
30,1525210860,"water temperature",9.6
30,1525211460,"water temperature",9.545
30,1525212060,"water temperature",9.444
30,1525212660,"water temperature",9.397
30,1525213260,"water temperature",9.333
30,1525213860,"water temperature",9.287
30,1525214460,"water temperature",9.222
30,1525215060,"water temperature",9.138
30,1525215660,"water temperature",9.111
30,1525216260,"water temperature",9.064
30,1525216860,"water temperature",8.981
30,1525217460,"water temperature",8.944
30,1525218060,"water temperature",8.925
30,1525218660,"water temperature",8.878
30,1525219260,"water temperature",8.795
30,1525219860,"water temperature",8.767
30,1525220460,"water temperature",8.711
30,1525221060,"water temperature",8.664
30,1525221660,"water temperature",8.636
30,1525222260,"water temperature",8.571
30,1525222860,"water temperature",8.533
30,1525223460,"water temperature",8.496
30,1525224060,"water temperature",8.496
30,1525224660,"water temperature",8.439
30,1525225260,"water temperature",8.402
30,1525225860,"water temperature",8.364
30,1525226460,"water temperature",8.364
30,1525227060,"water temperature",8.289
30,1525227660,"water temperature",8.261
30,1525228260,"water temperature",8.223
30,1525228860,"water temperature",8.214
30,1525229460,"water temperature",8.176
30,1525230060,"water temperature",8.157
30,1525230660,"water temperature",8.12
30,1525231260,"water temperature",8.073
30,1525231860,"water temperature",8.035
30,1525232460,"water temperature",7.978
30,1525233060,"water temperature",8.025
30,1525233660,"water temperature",7.988
30,1525234260,"water temperature",7.988
30,1525234860,"water temperature",7.959
30,1525235460,"water temperature",7.959
30,1525236060,"water temperature",7.921
30,1525236660,"water temperature",7.884
30,1525237260,"water temperature",7.921
30,1525237860,"water temperature",7.95
30,1525238460,"water temperature",7.978
30,1525239060,"water temperature",7.978
30,1525239660,"water temperature",8.035
30,1525240260,"water temperature",8.091
30,1525240860,"water temperature",8.11
30,1525241460,"water temperature",8.205
30,1525242060,"water temperature",8.28
30,1525242660,"water temperature",8.346
30,1525243260,"water temperature",8.477
30,1525243860,"water temperature",8.617
30,1525244460,"water temperature",8.72
30,1525245060,"water temperature",8.878
30,1525245660,"water temperature",9.036
30,1525246260,"water temperature",9.213
30,1525246860,"water temperature",9.37
30,1525247460,"water temperature",9.573
30,1525248060,"water temperature",9.775
30,1525248660,"water temperature",9.976
30,1525249260,"water temperature",10.159
30,1525249860,"water temperature",10.387
30,1525250460,"water temperature",10.614
30,1525251060,"water temperature",10.84
30,1525251660,"water temperature",11.065
30,1525252260,"water temperature",11.335
30,1525252860,"water temperature",11.586
30,1525253460,"water temperature",11.862
30,1525254060,"water temperature",12.094
30,1525254660,"water temperature",12.368
30,1525255260,"water temperature",12.519
30,1525255860,"water temperature",12.695
30,1525256460,"water temperature",12.959
30,1525257060,"water temperature",13.196
30,1525257660,"water temperature",13.459
30,1525258260,"water temperature",13.764
30,1525258860,"water temperature",13.999
30,1525259460,"water temperature",14.069
30,1525260060,"water temperature",14.112
30,1525260660,"water temperature",14.234
30,1525261260,"water temperature",14.355
30,1525261860,"water temperature",14.519
30,1525262460,"water temperature",14.606
30,1525263060,"water temperature",14.502
30,1525263660,"water temperature",14.675
30,1525264260,"water temperature",14.589
30,1525264860,"water temperature",14.554
30,1525265460,"water temperature",14.58
78,1524928080,"water temperature",16.763317
78,1524928680,"water temperature",16.644725
78,1524929280,"water temperature",16.568446
78,1524929880,"water temperature",16.500613
78,1524930480,"water temperature",16.441237
78,1524931080,"water temperature",16.398813
78,1524931680,"water temperature",16.3394
78,1524932280,"water temperature",16.279966
78,1524932880,"water temperature",16.212014
78,1524933480,"water temperature",16.161031
78,1524934080,"water temperature",16.10153
78,1524934680,"water temperature",16.059015
78,1524935280,"water temperature",16.016488
78,1524935880,"water temperature",15.96544
78,1524936480,"water temperature",15.914375
78,1524937080,"water temperature",15.863292
78,1524937680,"water temperature",15.812191
78,1524938280,"water temperature",15.761072
78,1524938880,"water temperature",15.709935
78,1524939480,"water temperature",15.675833
78,1524940080,"water temperature",15.633195
78,1524940680,"water temperature",15.599074
78,1524941280,"water temperature",15.564945
78,1524941880,"water temperature",15.530808
78,1524942480,"water temperature",15.488125
78,1524943080,"water temperature",15.453968
78,1524943680,"water temperature",15.402717
78,1524944280,"water temperature",15.377084
78,1524944880,"water temperature",15.342899
78,1524945480,"water temperature",15.308705
78,1524946080,"water temperature",15.274502
78,1524946680,"water temperature",15.24029
78,1524947280,"water temperature",15.206069
78,1524947880,"water temperature",15.180397
78,1524948480,"water temperature",15.14616
78,1524949080,"water temperature",15.120476
78,1524949680,"water temperature",15.094787
78,1524950280,"water temperature",15.060527
78,1524950880,"water temperature",15.034825
78,1524951480,"water temperature",15.000548
78,1524952080,"water temperature",14.966261
78,1524952680,"water temperature",14.931965
78,1524953280,"water temperature",14.906236
78,1524953880,"water temperature",14.880502
78,1524954480,"water temperature",14.846182
78,1524955080,"water temperature",14.820435
78,1524955680,"water temperature",14.794682
78,1524956280,"water temperature",14.768924
78,1524956880,"water temperature",14.74316
78,1524957480,"water temperature",14.71739
78,1524958080,"water temperature",14.700207
78,1524958680,"water temperature",14.674428
78,1524959280,"water temperature",14.657239
78,1524959880,"water temperature",14.640047
78,1524960480,"water temperature",14.63145
78,1524961080,"water temperature",14.622853
78,1524961680,"water temperature",14.614254
78,1524962280,"water temperature",14.605656
78,1524962880,"water temperature",14.597056
78,1524963480,"water temperature",14.588456
78,1524964080,"water temperature",14.579855
78,1524964680,"water temperature",14.571254
78,1524965280,"water temperature",14.571254
78,1524965880,"water temperature",14.562652
78,1524966480,"water temperature",14.554049
78,1524967080,"water temperature",14.545446
78,1524967680,"water temperature",14.536841
78,1524968280,"water temperature",14.536841
78,1524968880,"water temperature",14.519631
78,1524969480,"water temperature",14.502419
78,1524970080,"water temperature",14.502419
78,1524970680,"water temperature",14.502419
78,1524971280,"water temperature",14.502419
78,1524971880,"water temperature",14.493811
78,1524972480,"water temperature",14.502419
78,1524973080,"water temperature",14.493811
78,1524973680,"water temperature",14.493811
78,1524974280,"water temperature",14.493811
78,1524974880,"water temperature",14.493811
78,1524975480,"water temperature",14.493811
78,1524976080,"water temperature",14.502419
78,1524976680,"water temperature",14.502419
78,1524977280,"water temperature",14.502419
78,1524977880,"water temperature",14.511025
78,1524978480,"water temperature",14.519631
78,1524979080,"water temperature",14.536841
78,1524979680,"water temperature",14.545446
78,1524980280,"water temperature",14.554049
78,1524980880,"water temperature",14.579855
78,1524981480,"water temperature",14.605656
78,1524982080,"water temperature",14.640047
78,1524982680,"water temperature",14.691615
78,1524983280,"water temperature",14.734571
78,1524983880,"water temperature",14.760336
78,1524984480,"water temperature",14.803267
78,1524985080,"water temperature",14.854763
78,1524985680,"water temperature",14.92339
78,1524986280,"water temperature",14.983406
78,1524986880,"water temperature",14.991977
78,1524987480,"water temperature",15.086223
78,1524988080,"water temperature",15.16328
78,1524988680,"water temperature",15.16328
78,1524989280,"water temperature",15.16328
78,1524989880,"water temperature",15.180397
78,1524990480,"water temperature",15.197512
78,1524991080,"water temperature",15.214625
78,1524991680,"water temperature",15.26595
78,1524992280,"water temperature",15.325803
78,1524992880,"water temperature",15.377084
78,1524993480,"water temperature",15.436887
78,1524994080,"water temperature",15.5052
78,1524994680,"water temperature",15.522273
78,1524995280,"water temperature",15.573478
78,1524995880,"water temperature",15.590543
78,1524996480,"water temperature",15.70141
78,1524997080,"water temperature",15.812191
78,1524997680,"water temperature",15.84626
78,1524998280,"water temperature",15.837744
78,1524998880,"water temperature",15.888835
78,1524999480,"water temperature",15.96544
78,1525000080,"water temperature",16.042005
78,1525000680,"water temperature",16.135533
78,1525001280,"water temperature",16.22051
78,1525001880,"water temperature",16.313931
78,1525002480,"water temperature",16.38184
78,1525003080,"water temperature",16.432753
78,1525003680,"water temperature",16.644725
78,1525004280,"water temperature",16.619303
78,1525004880,"water temperature",16.644725
78,1525005480,"water temperature",16.534533
78,1525006080,"water temperature",16.534533
78,1525006680,"water temperature",16.602352
78,1525007280,"water temperature",16.627777
78,1525007880,"water temperature",16.687089
78,1525008480,"water temperature",16.644725
78,1525009080,"water temperature",16.653199
78,1525009680,"water temperature",16.636252
78,1525010280,"water temperature",16.636252
78,1525010880,"water temperature",16.576923
78,1525011480,"water temperature",16.500613
78,1525012080,"water temperature",16.441237
78,1525012680,"water temperature",16.364865
78,1525013280,"water temperature",16.288458
78,1525013880,"water temperature",16.22051
78,1525014480,"water temperature",16.152532
78,1525015080,"water temperature",16.084525
78,1525015680,"water temperature",16.016488
78,1525016280,"water temperature",15.95693
78,1525016880,"water temperature",15.905862
78,1525017480,"water temperature",15.854776
78,1525018080,"water temperature",15.795153
78,1525018680,"water temperature",15.735506
78,1525019280,"water temperature",15.684359
78,1525019880,"water temperature",15.616135
78,1525020480,"water temperature",15.564945
78,1525021080,"water temperature",15.522273
78,1525021680,"water temperature",15.479586
78,1525022280,"water temperature",15.428345
78,1525022880,"water temperature",15.394173
78,1525023480,"water temperature",15.359993
78,1525024080,"water temperature",15.325803
78,1525024680,"water temperature",15.291605
78,1525025280,"water temperature",15.257397
78,1525025880,"water temperature",15.223181
78,1525026480,"water temperature",15.180397
78,1525027080,"water temperature",15.14616
78,1525027680,"water temperature",15.111914
78,1525028280,"water temperature",15.069093
78,1525028880,"water temperature",15.034825
78,1525029480,"water temperature",14.991977
78,1525030080,"water temperature",14.957688
78,1525030680,"water temperature",14.914813
78,1525031280,"water temperature",14.871923
78,1525031880,"water temperature",14.8376
78,1525032480,"water temperature",14.803267
78,1525033080,"water temperature",14.768924
78,1525033680,"water temperature",14.74316
78,1525034280,"water temperature",14.71739
78,1525034880,"water temperature",14.708799
78,1525035480,"water temperature",14.683022
78,1525036080,"water temperature",14.665834
78,1525036680,"water temperature",14.657239
78,1525037280,"water temperature",14.63145
78,1525037880,"water temperature",14.614254
78,1525038480,"water temperature",14.597056
78,1525039080,"water temperature",14.571254
78,1525039680,"water temperature",14.545446
78,1525040280,"water temperature",14.511025
78,1525040880,"water temperature",14.476594
78,1525041480,"water temperature",14.450764
78,1525042080,"water temperature",14.416315
78,1525042680,"water temperature",14.390471
78,1525043280,"water temperature",14.36462
78,1525043880,"water temperature",14.338764
78,1525044480,"water temperature",14.321523
78,1525045080,"water temperature",14.304279
78,1525045680,"water temperature",14.295656
78,1525046280,"water temperature",14.278408
78,1525046880,"water temperature",14.261157
78,1525047480,"water temperature",14.252531
78,1525048080,"water temperature",14.243903
78,1525048680,"water temperature",14.243903
78,1525049280,"water temperature",14.235276
78,1525049880,"water temperature",14.226647
78,1525050480,"water temperature",14.226647
78,1525051080,"water temperature",14.218018
78,1525051680,"water temperature",14.218018
78,1525052280,"water temperature",14.218018
78,1525052880,"water temperature",14.218018
78,1525053480,"water temperature",14.209388
78,1525054080,"water temperature",14.209388
78,1525054680,"water temperature",14.209388
78,1525055280,"water temperature",14.200757
78,1525055880,"water temperature",14.192126
78,1525056480,"water temperature",14.192126
78,1525057080,"water temperature",14.174861
78,1525057680,"water temperature",14.166228
78,1525058280,"water temperature",14.157594
78,1525058880,"water temperature",14.157594
78,1525059480,"water temperature",14.148959
78,1525060080,"water temperature",14.157594
78,1525060680,"water temperature",14.157594
78,1525061280,"water temperature",14.166228
78,1525061880,"water temperature",14.174861
78,1525062480,"water temperature",14.192126
78,1525063080,"water temperature",14.209388
78,1525063680,"water temperature",14.226647
78,1525064280,"water temperature",14.243903
78,1525064880,"water temperature",14.269783
78,1525065480,"water temperature",14.304279
78,1525066080,"water temperature",14.321523
78,1525066680,"water temperature",14.338764
78,1525067280,"water temperature",14.381854
78,1525067880,"water temperature",14.407701
78,1525068480,"water temperature",14.442153
78,1525069080,"water temperature",14.476594
78,1525069680,"water temperature",14.519631
78,1525070280,"water temperature",14.554049
78,1525070880,"water temperature",14.588456
78,1525071480,"water temperature",14.648643
78,1525072080,"water temperature",14.674428
78,1525072680,"water temperature",14.700207
78,1525073280,"water temperature",14.734571
78,1525073880,"water temperature",14.760336
78,1525074480,"water temperature",14.777511
78,1525075080,"water temperature",14.811851
78,1525075680,"water temperature",14.863343
78,1525076280,"water temperature",14.914813
78,1525076880,"water temperature",14.94054
78,1525077480,"water temperature",15.043393
78,1525078080,"water temperature",15.16328
78,1525078680,"water temperature",15.231736
78,1525079280,"water temperature",15.214625
78,1525079880,"water temperature",15.206069
78,1525080480,"water temperature",15.471047
78,1525081080,"water temperature",15.453968
78,1525081680,"water temperature",15.453968
78,1525082280,"water temperature",15.590543
78,1525082880,"water temperature",15.633195
78,1525083480,"water temperature",15.692885
78,1525084080,"water temperature",15.778114
78,1525084680,"water temperature",15.795153
78,1525085280,"water temperature",15.778114
78,1525085880,"water temperature",15.837744
78,1525086480,"water temperature",15.871807
78,1525087080,"water temperature",15.880321
78,1525087680,"water temperature",15.990966
78,1525088280,"water temperature",16.118532
78,1525088880,"water temperature",16.161031
78,1525089480,"water temperature",16.084525
78,1525090080,"water temperature",15.973949
78,1525090680,"water temperature",15.96544
78,1525091280,"water temperature",15.96544
78,1525091880,"water temperature",15.96544
78,1525092480,"water temperature",15.93991
78,1525093080,"water temperature",15.94842
78,1525093680,"water temperature",15.982458
78,1525094280,"water temperature",15.999474
78,1525094880,"water temperature",16.007981
78,1525095480,"water temperature",16.093028
78,1525096080,"water temperature",16.144033
78,1525096680,"water temperature",16.22051
78,1525097280,"water temperature",16.237499
78,1525097880,"water temperature",16.245994
78,1525098480,"water temperature",16.254487
78,1525099080,"water temperature",16.254487
78,1525099680,"water temperature",16.262981
78,1525100280,"water temperature",16.237499
78,1525100880,"water temperature",16.212014
78,1525101480,"water temperature",16.178027
78,1525102080,"water temperature",16.118532
78,1525102680,"water temperature",16.076022
78,1525103280,"water temperature",16.042005
78,1525103880,"water temperature",15.999474
78,1525104480,"water temperature",15.95693
78,1525105080,"water temperature",15.905862
78,1525105680,"water temperature",15.871807
78,1525106280,"water temperature",15.820709
78,1525106880,"water temperature",15.761072
78,1525107480,"water temperature",15.709935
78,1525108080,"water temperature",15.658779
78,1525108680,"water temperature",15.616135
78,1525109280,"water temperature",15.573478
78,1525109880,"water temperature",15.530808
78,1525110480,"water temperature",15.496662
78,1525111080,"water temperature",15.471047
78,1525111680,"water temperature",15.436887
78,1525112280,"water temperature",15.402717
78,1525112880,"water temperature",15.368539
78,1525113480,"water temperature",15.325803
78,1525114080,"water temperature",15.283054
78,1525114680,"water temperature",15.231736
78,1525115280,"water temperature",15.188955
78,1525115880,"water temperature",15.137599
78,1525116480,"water temperature",15.086223
78,1525117080,"water temperature",15.043393
78,1525117680,"water temperature",15.000548
78,1525118280,"water temperature",14.94054
78,1525118880,"water temperature",14.906236
78,1525119480,"water temperature",14.863343
78,1525120080,"water temperature",14.829018
78,1525120680,"water temperature",14.786097
78,1525121280,"water temperature",14.751748
78,1525121880,"water temperature",14.725981
78,1525122480,"water temperature",14.700207
78,1525123080,"water temperature",14.674428
78,1525123680,"water temperature",14.640047
78,1525124280,"water temperature",14.614254
78,1525124880,"water temperature",14.588456
78,1525125480,"water temperature",14.562652
78,1525126080,"water temperature",14.528237
78,1525126680,"water temperature",14.502419
78,1525127280,"water temperature",14.476594
78,1525127880,"water temperature",14.450764
78,1525128480,"water temperature",14.433541
78,1525129080,"water temperature",14.407701
78,1525129680,"water temperature",14.381854
78,1525130280,"water temperature",14.356002
78,1525130880,"water temperature",14.338764
78,1525131480,"water temperature",14.321523
78,1525132080,"water temperature",14.304279
78,1525132680,"water temperature",14.278408
78,1525133280,"water temperature",14.261157
78,1525133880,"water temperature",14.252531
78,1525134480,"water temperature",14.226647
78,1525135080,"water temperature",14.209388
78,1525135680,"water temperature",14.192126
78,1525136280,"water temperature",14.183494
78,1525136880,"water temperature",14.166228
78,1525137480,"water temperature",14.157594
78,1525138080,"water temperature",14.148959
78,1525138680,"water temperature",14.140323
78,1525139280,"water temperature",14.131687
78,1525139880,"water temperature",14.12305
78,1525140480,"water temperature",14.12305
78,1525141080,"water temperature",14.12305
78,1525141680,"water temperature",14.12305
78,1525142280,"water temperature",14.12305
78,1525142880,"water temperature",14.114412
78,1525143480,"water temperature",14.114412
78,1525144080,"water temperature",14.105774
78,1525144680,"water temperature",14.097135
78,1525145280,"water temperature",14.088495
78,1525145880,"water temperature",14.079854
78,1525146480,"water temperature",14.062571
78,1525147080,"water temperature",14.053928
78,1525147680,"water temperature",14.03664
78,1525148280,"water temperature",14.027995
78,1525148880,"water temperature",14.010703
78,1525149480,"water temperature",14.002056
78,1525150080,"water temperature",13.98476
78,1525150680,"water temperature",13.97611
78,1525151280,"water temperature",13.96746
78,1525151880,"water temperature",14.002056
78,1525152480,"water temperature",13.96746
78,1525153080,"water temperature",13.958809
78,1525153680,"water temperature",13.96746
78,1525154280,"water temperature",13.98476
78,1525154880,"water temperature",14.002056
78,1525155480,"water temperature",14.027995
78,1525156080,"water temperature",14.071213
78,1525156680,"water temperature",14.12305
78,1525157280,"water temperature",14.183494
78,1525157880,"water temperature",14.304279
78,1525158480,"water temperature",14.511025
78,1525159080,"water temperature",14.622853
78,1525159680,"water temperature",14.734571
78,1525160280,"water temperature",14.8376
78,1525160880,"water temperature",14.906236
78,1525161480,"water temperature",15.000548
78,1525162080,"water temperature",15.086223
78,1525162680,"water temperature",15.180397
78,1525163280,"water temperature",15.274502
78,1525163880,"water temperature",15.359993
78,1525164480,"water temperature",15.445428
78,1525165080,"water temperature",15.547878
54,1524663660,"water temperature",15.23234
54,1524664260,"water temperature",15.051539
54,1524664860,"water temperature",15.034301
54,1524665460,"water temperature",15.094618
54,1524666060,"water temperature",15.146287
54,1524666660,"water temperature",15.206532
54,1524667260,"water temperature",15.275337
54,1524667860,"water temperature",15.3355
54,1524668460,"water temperature",15.387039
54,1524669060,"water temperature",15.404212
54,1524669660,"water temperature",15.447133
54,1524670260,"water temperature",15.498612
54,1524670860,"water temperature",15.550064
54,1524671460,"water temperature",15.610058
54,1524672060,"water temperature",15.652889
54,1524672660,"water temperature",15.695701
54,1524673260,"water temperature",15.729938
54,1524673860,"water temperature",15.764162
54,1524674460,"water temperature",15.789824
54,1524675060,"water temperature",15.824028
54,1524675660,"water temperature",15.841126
54,1524676260,"water temperature",15.858221
54,1524676860,"water temperature",15.883859
54,1524677460,"water temperature",15.892403
54,1524678060,"water temperature",15.900947
54,1524678660,"water temperature",15.918032
54,1524679260,"water temperature",15.918032
54,1524679860,"water temperature",15.926574
54,1524680460,"water temperature",15.926574
54,1524681060,"water temperature",15.926574
54,1524681660,"water temperature",15.918032
54,1524682260,"water temperature",15.918032
54,1524682860,"water temperature",15.900947
54,1524683460,"water temperature",15.892403
54,1524684060,"water temperature",15.875314
54,1524684660,"water temperature",15.849674
54,1524685260,"water temperature",15.824028
54,1524685860,"water temperature",15.798376
54,1524686460,"water temperature",15.755607
54,1524687060,"water temperature",15.712821
54,1524687660,"water temperature",15.661453
54,1524688260,"water temperature",15.618626
54,1524688860,"water temperature",15.558637
54,1524689460,"water temperature",15.507189
54,1524690060,"water temperature",15.447133
54,1524690660,"water temperature",15.387039
54,1524691260,"water temperature",15.309721
54,1524691860,"water temperature",15.249541
54,1524692460,"water temperature",15.180718
54,1524693060,"water temperature",15.103232
54,1524693660,"water temperature",15.034301
54,1524694260,"water temperature",14.96532
54,1524694860,"water temperature",14.896287
54,1524695460,"water temperature",14.818563
54,1524696060,"water temperature",14.740772
54,1524696660,"water temperature",14.671568
54,1524697260,"water temperature",14.602311
54,1524697860,"water temperature",14.533
54,1524698460,"water temperature",14.446285
54,1524699060,"water temperature",14.368168
54,1524699660,"water temperature",14.298672
54,1524700260,"water temperature",14.229119
54,1524700860,"water temperature",14.150806
54,1524701460,"water temperature",14.07242
54,1524702060,"water temperature",13.993962
54,1524702660,"water temperature",13.91543
54,1524703260,"water temperature",13.845562
54,1524703860,"water temperature",13.766891
54,1524704460,"water temperature",13.688144
54,1524705060,"water temperature",13.609321
54,1524705660,"water temperature",13.539192
54,1524706260,"water temperature",13.469002
54,1524706860,"water temperature",13.389965
54,1524707460,"water temperature",13.328438
54,1524708060,"water temperature",13.258062
54,1524708660,"water temperature",13.196433
54,1524709260,"water temperature",13.134754
54,1524709860,"water temperature",13.073028
54,1524710460,"water temperature",13.002423
54,1524711060,"water temperature",12.949427
54,1524711660,"water temperature",12.887552
54,1524712260,"water temperature",12.834477
54,1524712860,"water temperature",12.772509
54,1524713460,"water temperature",12.728215
54,1524714060,"water temperature",12.675029
54,1524714660,"water temperature",12.621805
54,1524715260,"water temperature",12.568544
54,1524715860,"water temperature",12.515244
54,1524716460,"water temperature",12.470799
54,1524717060,"water temperature",12.426327
54,1524717660,"water temperature",12.381829
54,1524718260,"water temperature",12.337304
54,1524718860,"water temperature",12.292752
54,1524719460,"water temperature",12.248173
54,1524720060,"water temperature",12.203567
54,1524720660,"water temperature",12.167862
54,1524721260,"water temperature",12.141072
54,1524721860,"water temperature",12.114273
54,1524722460,"water temperature",12.096401
54,1524723060,"water temperature",12.078524
54,1524723660,"water temperature",12.078524
54,1524724260,"water temperature",12.087463
54,1524724860,"water temperature",12.105337
54,1524725460,"water temperature",12.13214
54,1524726060,"water temperature",12.141072
54,1524726660,"water temperature",12.17679
54,1524727260,"water temperature",12.185717
54,1524727860,"water temperature",12.221413
54,1524728460,"water temperature",12.239254
54,1524729060,"water temperature",12.248173
54,1524729660,"water temperature",12.283838
54,1524730260,"water temperature",12.319486
54,1524730860,"water temperature",12.346211
54,1524731460,"water temperature",12.399632
54,1524732060,"water temperature",12.426327
54,1524732660,"water temperature",12.470799
54,1524733260,"water temperature",12.533015
54,1524733860,"water temperature",12.621805
54,1524734460,"water temperature",12.675029
54,1524735060,"water temperature",12.772509
54,1524735660,"water temperature",12.807925
54,1524736260,"water temperature",12.869864
54,1524736860,"water temperature",13.011252
54,1524737460,"water temperature",13.046558
54,1524738060,"water temperature",13.117123
54,1524738660,"water temperature",13.231656
54,1524739260,"water temperature",13.302054
54,1524739860,"water temperature",13.381178
54,1524740460,"water temperature",13.504105
54,1524741060,"water temperature",13.565497
54,1524741660,"water temperature",13.653121
54,1524742260,"water temperature",13.723152
54,1524742860,"water temperature",13.828086
54,1524743460,"water temperature",13.880504
54,1524744060,"water temperature",13.967793
54,1524744660,"water temperature",14.063706
54,1524745260,"water temperature",14.168215
54,1524745860,"water temperature",14.324739
54,1524746460,"water temperature",14.446285
54,1524747060,"water temperature",14.584989
54,1524747660,"water temperature",14.697526
54,1524748260,"water temperature",14.801282
54,1524748860,"water temperature",14.887654
54,1524749460,"water temperature",14.991194
54,1524750060,"water temperature",15.086004
54,1524750660,"water temperature",15.189323
54,1524751260,"water temperature",15.25814
54,1524751860,"water temperature",15.369862
54,1524752460,"water temperature",15.429967
54,1524753060,"water temperature",15.464295
54,1524753660,"water temperature",15.524342
54,1524754260,"water temperature",15.592921
54,1524754860,"water temperature",15.661453
54,1524755460,"water temperature",15.712821
54,1524756060,"water temperature",15.772717
54,1524756660,"water temperature",15.849674
54,1524757260,"water temperature",15.926574
